Unnamed: 0;Clothing.ID;Age;Title;Review.Text;Rating;Recommended.IND;Positive.Feedback.Count;Division.Name;Department.Name;Class.Name;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Review.Sentiment;Title.Sentiment;Review.Sentiment.Numeric;Title.Sentiment.Numeric
18628;1027;30;Love these skinny jeans!;These are the perfect high-waisted skinny jeans. they fit tts and don't stretch out. are the perfect length for cute falls or tucked into boots. i adore them!;5.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
18636;835;53;Swanky fun!;This elegant tank made me feel as if i had been transported to downton abbey. the velvet trim and the lovely embellishments of sparkle have an art deco delight. the swing of the fabric was playful and flattering. it's easy to dress up and dress down. fantastic top!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18642;838;59;Huge and shortedr than appears in picture;This top is very wide and shorter than in appears in the picture. it also has a strong chemical smell. i've had a couple pieces with that smell in the past and the smell never washed out.;2.0;0;4;General Petite;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
18653;895;59;Well.....;I feel like a pessimist but then again nothings perfect. the only thing wrong with this stunning sweater is no button or snap so it just bags open. love it tho;5.0;1;0;General;Tops;Fine gauge;;;;;;;;;positive;negative;1;-1
18656;872;47;Love;Love this t-shirt. i rarely pay full price but love this and it's already out of stock. fits perfect. i tend to be short waisted so the length is perfect.;5.0;1;5;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
18660;1025;51;Paige jimmy skinny jeans;The color and quality of these jeans is great. they were too large in my normal size. more of a boyfriend fit so size down.;4.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
18661;1133;55;Great shape;I loved the shape of this basic jacket. it's perfect to through on to go to yoga or over a dress with heals.;4.0;1;0;General Petite;Jackets;Outerwear;;;;;;;;;positive;positive;1;1
18671;840;53;Perfect top;I love the pattern and shape of this top. i can dress it up a bit with white pants and heels or dress it down with shorts and sandals. nice fabric and fit.;5.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
18673;1079;34;Looks like a dream;This dress was a gamble for a nautical them wedding next year. could not be happier. fabric was surprisingly stretchy which made it move like butter. the dress was stunning on and very comfortable which cannot be said for many gowns. i am so glad i took the gamble.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
18674;840;48;Wide wide wide;Too wide! the design is cute but the wideness of the overall piece and arms made me lose my shape. you can't see your figure underneath at all. i don't like pieces like that. this went back.;2.0;0;0;General Petite;Tops;Blouses;;;;;;;;;positive;negative;1;-1
18675;835;56;Gorgeous top!;I'm obsessed with this top! i got it for christmas and wore it to dinner with black pants and flats and got lots of compliments. the fit is cute and fun and the detail is about even prettier in person.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18678;1068;55;Flattering to the figure. i'm bustier and slightly thicker waisted but this jumpsuit hugs and drapes in all the right places. normally i wear a medium petite but the regular small fit better (win!) i'm disappointed in the dye quality- my hands were blue from trying on the different sizes and i'm now on my second wash before wearing.;4;1.0;1;General Petite;Bottoms;Pants;;;;;;;;;;negative;negative;-1;-1
18685;1094;33;Fun way to floral up the closet!;Looks cute on! not super form fitting... more of a flow fit. love the detailed stitching! so cute! floral pattern is fun not too busy! i loved the pockets... there is a bit of extra material but if you expect a flowy fit it's still totally lovely! i was worried about tightness in the arms but not a problem at all!!! i love this dress! lining makes it feel really well made!;4.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18686;838;30;Weird arms!;The shirt is great except for the arms!! the band around the arms are tight and it makes the arm holes gape weirdly unless you are standing with your arms straight down by your side.;3.0;0;0;General Petite;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
18689;1068;37;Too baggy in the top;"Like another reviewer said this was too baggy up top. the bottom length was good but arm holes were big and top was just too large. i'm 5'5"" 110 lbs and got xs. returned.";4.0;0;0;General;Bottoms;Pants;;;;;;;;;neutral;negative;0;-1
18690;838;29;Long arms;This shirt is nice in theory but you need to have pretty long arms to make it work. you also need to be average to tall in height.;3.0;1;8;General Petite;Tops;Blouses;;;;;;;;;positive;negative;1;-1
18692;965;64;Horrible fabric!;The fabric of this vest is identical to a old white dish cloth! the cut of this vest is also bad! will be sent back!;1.0;0;2;General Petite;Jackets;Jackets;;;;;;;;;negative;negative;-1;-1
18696;899;44;I love this sweater;The medium fits perfectly. it's not too long or too short. the feel of the fabric is soft and not heavy at all. i love the detail in the bird too. it bright and colorful. overall a great buy!;5.0;1;0;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
18697;1086;42;Beautiful;This dress was absolutely gorgeous and beautifully made. i ordered a size down as the other reviews stated the dress ran large. however it was massive. i wanted this dress so badly and mourn that i had to take it back to the store.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18705;1086;38;I am normally a straightforward 10 - since i saw the other review i ordered down to an 8 - i am still swimming in it.i would say i have about 4 inches of extra fabric in the waist/hips. this is sized way too large. i love the softness of the checkers but i suspect this could get itchy fast on the arms where it touches the wool - but i won't find out cause i'm returning it?on the bright side i might fit a 6 which would be pretty nice.;1;0.0;2;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
18715;1077;42;Great dress.  fitted but flowing.  i like the colors and think it will easily grams iron to fall.  i am 5 ft 32 d 27 waist.;5;1.0;1;General;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
18723;829;42;Nice blouse;Really like this blouse but am returning for a larger size. much too tight in the upper arms and somewhat tight in the chest - overall i like it.;4.0;1;0;General;Tops;Blouses;;;;;;;;;neutral;positive;0;1
18726;1025;60;Comfy;I love all paige denim. i have the flared which i purchased in july and now the skinny. i got the zara ones last year which are a copy obviously and they are just not the same. the ones last year the paige sierra sold out fast but luckily these are here. i actually like these more because they are more worn looking. you can even wear a pretty top underneath to enhance them.;5.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
18728;859;44;Good just not great.;Nice shirt seems well made. good just not a great fit for me.;4.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
18737;1077;33;Perfect for bump :);I bought this dress to wear to work in my second trimester. the shape is perfect to accommodate a baby bump while still flattering the top. definitely recommend for any pregnant women trying to avoid true maternity clothes!;4.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18738;828;65;5;1;0.0;General Petite;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
18744;1077;24;Careful curvy girls!!!!;So after ordering this dress and trying it on myself i was able to make sense of the previous reviews. this dress is constructed very oddly. the top seems to have no room for any hips. it is a straight construct so if you are like me that has an hourglass shape but has a pair of hips i would size up. i bought this in a 6p and in all colors. first off the colors/ patterns are amazing in person very adorable. this fit my 34ddd bust without any problems and no problems in torso either. it was reall;4.0;1;2;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18747;829;40;Disappointed;I'm usually a maeve fan. i found this top to look cheap and fit poorly. it is also very thin material and showed everything.;1.0;0;1;General Petite;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
18748;828;46;5;1;0.0;General Petite;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
18751;829;39;Cute blouse that runs small;The design is very cute. i'm glad i listened to reviews b/c this blouse definitely runs at least 2 sizes small maybe 3. i bought the blue and it's more of a navy blue instead of royal blue. at the sale price and additional 40% off (my daughter is an employee) i didn't mind paying $24 :).;4.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
18757;1077;35;This dress comes with a built in fupa. literally there is extra material at the lower abdomen that sticks out and is very unflattering.;1;0.0;28;General;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
18760;829;44;3;0;0.0;General Petite;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
18769;868;39;Eek!;Do not buy! i used my 15% discount on this. what a waste. my usual sizes range from s to l depending on what brand. i should have gotten a small. i don't think that would've helped. it was so awkward looking. nothing like the model. it made me look as if i had gained 15 pounds. it was waaay longer in the back-like a mullet. the material was really thick. it is more appropriate for fall. i had high hopes for this-to dress up or down. it was just so ridiculous.;1.0;0;4;General;Tops;Knits;;;;;;;;;positive;negative;1;-1
18773;868;45;Love;I love this top it is easy to wear fun and very comfortable. i was thinking about it for weeks and kept coming back to it after i read a review about going up a size i decided to go for it and i am very happy i did!!! my new favorite!!!;5.0;1;3;General;Tops;Knits;;;;;;;;;positive;positive;1;1
18776;868;60;Weird;The way the back came down so much made the top look weird. i do like some tops that hang longer in the back but this one was just too much. also the material was kind of blah it was thick polyester which would not be very cool during the summer and the color looked better in the picture. so to me it was just a over priced odd top.;3.0;0;1;General;Tops;Knits;;;;;;;;;negative;negative;-1;-1
18778;907;39;Perfect!;I can't believe i waited so long to get this. it is truly soft and well fitted. the deails in the sleeves and neck are just great. kuddos again angel of the north!;5.0;1;0;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
18779;857;32;Nice for summer;I bought these in both colors. i'm usually an xs or a small and i went with the small for the length. they are a comfy shirt great for the hot summer days.;5.0;1;1;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
18793;779;58;Never too old;"Lovely dress!  i&amp;amp;#39;m wearing it with a blue denim jacket and brown suede boots.  it is most certainly purple - a little more so than the picture.  still love it.";5.0;1;0;Initmates;Intimate;Lounge;;;;;;;;;positive;positive;1;1
18794;1025;39;Love these pants!;Beautiful white denim pants. the fit is perfect. fitted on the top with a nice flare on the bottom. very classy and versatile cut. paige denim runs long for me and these are no exception. will be getting them hemmed but i don't mind because they are perfect!;5.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
18795;857;35;4;1;0.0;General Petite;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
18800;1094;43;Perfect summer dress!;I had eyed this simple yet stylish dress for awhile but hadn't tried it on yet. i managed to snag the orange version during the tag sale - $40 for maeve?? it is super flattering and will be a wardrobe staple for years.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18804;550;62;Substantial!;I love this sweatshirt! i truly did not pay much attention to it on line but while in my local store one was returned and it caught my eye immediately as the flowers are embroidered in a nice substantial rope type yarn to give it a more demential effect. the torn holes here and there give the appearance of being the most loved garment in your closet...and it has become mine along with the jacket with the same embroidery...funny how 2 pieces i did not give a second thought about have become my li;5.0;1;0;General;Trend;Trend;;;;;;;;;positive;positive;1;1
18805;857;36;5;1;0.0;General Petite;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
18807;31;48;5;1;0.0;Initmates;Intimate;Swim;;;;;;;;;;;negative;negative;-1;-1
18813;862;35;Classy cowlneck;Absolutely love this sweater! it is a tad bit large. i bought it in a medium but because i like the loose fit i will keep it. it is very light and great for the summer. i've only worn it once so far and received many compliments on it. great quality as well!;5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
18821;1033;37;Comfy but see through;These jeans fit well and the stretch makes them comfortable. i can't recommemd them though because they're see through. wish white jeans were better lined so that this isn't usually a problem!;3.0;0;1;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
18822;830;43;I love the muted coloring! this top is generously sized. i have a small bust and it is roomy under the arms. i wish it was less full around the waist area.;4;1.0;1;General;Tops;Blouses;;;;;;;;;;negative;negative;-1;-1
18824;830;23;Great features but too boxy;I loved the color of the top and the faded look but unfortunately had to return it because it was too boxy and just looked frumpy;4.0;0;0;General;Tops;Blouses;;;;;;;;;neutral;positive;0;1
18825;156;44;Great under dresses;These truly are tights and not leggings. they could not be worn alone but definitely great under skirts or dresses. they are thick and warm. i thought they ran a little big.;5.0;1;0;Initmates;Intimate;Legwear;;;;;;;;;positive;positive;1;1
18826;830;45;One of the cutest tops i have for this summer!;I love this top! it fits perfect and is of great quality! i ordered the pink and love it so much i'm getting the navy one! colors are so trendy as well. this top is so much cuter in person. hard to tell the detail online. definitely recommend to others!;5.0;1;3;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18830;1033;53;Cute but not for me;Fit is just like stet in my opinion.;3.0;1;0;General;Bottoms;Jeans;;;;;;;;;negative;positive;-1;1
18835;830;58;Love but a little too much flow;"I love the details and design of this top- my only issue is the top is a bit too ""flowy"".";3.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18836;850;57;Seen it online so i ordered it is so cute great fit patchwork is so pretty very vintage looking runs large would be cute with some skinny jeans and some booties;5;1.0;0;General Petite;Tops;Blouses;;;;;;;;;;negative;positive;-1;1
18838;830;48;Great top!;Saw this in the store but didn't have my size. ordered online- wore it twice already and got so many compliments! very current and flattering!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18839;830;51;Fun top!;I got the blue and love the color. it's bigger than it looks here! almost like the model has it pinned in the back...but it's swingy and super cute and fun!!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18841;830;47;4;1;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
18842;1081;46;Gorgeous dress!;I loved this dress when i tried it on. the plaid is darling and the plunge is sexy. i so wish it would work for my body type. the waist came a bit too high on me (almost a line) and it made me look kind of frumpy in the midline.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18844;1081;49;Beautiful dress;The stylist at my local retailer recommended i try this dress and it did not disappoint!  the material is fabulous and it looks exactly as pictured on the model.  it also has pockets which is a bonus to me.  i normally wear a 4 but bought a 6 in this dress - i am a 34c and i felt the 4 was a little tight across the chest - otherwise i feel the dress is pretty much true to size.;5.0;1;9;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18847;830;51;4;1;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
18848;830;64;Way too long!;This top was supposed to be 23 1/4 inches long in petite. it's actually 28 1/2 inches long.  it's also large in width. hard to believe it's an extra small petite.;2.0;0;3;General;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
18849;188;63;Beautiful tights;These are more than what i had expected! they're beautiful and fit like a glove. i'm thrilled that i purchased them.;5.0;1;1;Initmates;Intimate;Legwear;;;;;;;;;positive;positive;1;1
18850;830;26;Love this top;I paired this top with pants and cardi from retailer and have really enjoyed wearing this outfit. i usually wear a large but due to how much material there is and how flowy it is i sized down to a m and it fits perfectly. only down side is getting the buttons buttoned behind your neck.;4.0;1;1;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18851;1081;56;Wide fit. usually an 8-10 at retailer. got a large for online order and was large for sure - great for summer or winter with long sleeve and tights;5;1.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
18854;1081;38;Lovely plaid halter;I live abroad where there is no retailer. so i  rely heavily on reviews.i took the advice from others and ordered a size up.  glad i did because the top portion of the dress runs very small. if you have larger breasts this dress may not work for you. luckily for me..it fits wonderfully..i love the fabric and the fact that it has pockets. it's lined..but not too bulky.its a lovely summer halter where you can show a little skin.;5.0;1;1;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18858;830;35;Too flowy and too washed out;This shirt is way too flowy and the pink color is extremely washed out- will definitely be returning!;2.0;0;0;General;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
18860;1033;39;Great jeans for tall ladies;These white jeans are super cute. the longer length is perfect for tall ladies who can still roll them up. you can also adjust the height of the cuff since it is not pre-attached to the jeans. i will wear them all the time.;5.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
18862;188;40;5;1;0.0;Initmates;Intimate;Legwear;;;;;;;;;;;negative;negative;-1;-1
18866;830;51;Sweet briar tank;The color is great. the fit is accurate and it is a great transitional piece.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18867;830;34;Love!;This top is perfect!! i am small chested and it actually makes me look like i have a chest! plus for me!! it's also great for work and casual.;5.0;1;1;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18871;1074;36;Love this dress but wish the lining was full length - will be removing this liner and using a different slip underneath!;4;1.0;4;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
18872;830;38;3;0;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
18880;674;36;Fun;These pants are so fun! i use them to sleep in as they are see through. i had to size up as the waist band gave me muffin top. i normally wear a small and ended up getting the large.;5.0;1;0;General Petite;Intimate;Lounge;;;;;;;;;positive;positive;1;1
18883;851;39;So cute;"This top is truly adorable. it runs a little shorter so better with higher waisted pants. the bow is nice. it did come with the folded pleats showing. we'll see if they come out when i iron? i ordered 0 and am 5'1.5"" and 115 lbs. the top is structured and zips all the way in the back.";5.0;1;1;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18885;1094;23;Versatile;Versatile and comfy. can be worn with shirts underneath for multi-seasonal wear.;4.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18887;1086;44;Comfy cute!;Love the material and how the back is longer than the front! adds style!;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18888;1086;54;Great purchase. true to size. so flattering. love it simplicity.. buy it if you enjoy compliments!;5;1.0;2;General;Dresses;Dresses;;;;;;;;;;negative;positive;-1;1
18894;1086;47;Love!! want more colors!;This dress is perfection and i bought the blue one. please make this in black or other dark colors.;5.0;1;3;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18896;1086;63;Sheer lab coat;I purchased the sand color (beige/) one size up from my usual xs to allow for extra room around the hips. the dress fit a little large so the extra room wasn't necessary. the fabric was much thinner than i expected for the price point. the dress was sheer and on my lighter skin tone looked more like a lab coat than a dress. this may be stunning on someone a bit taller. at 5'4 it just hung on my frame and didn't do much for me. the pockets are a nice touch but overall the cut was unflattering and;3.0;0;15;General;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
18897;829;50;Revealing;This blouse is so cute...casual but still stylish. the problem was that is is a little short for someone with a long torso and it is almost too revealing...the v is so plunging you would have to either pin it our wear a cami. the beads on the ties on the sleeves are also rather heavy and they swing and roll around on your arm...maybe wouldn't bother some but it was a return for me.;3.0;0;0;General;Tops;Blouses;;;;;;;;;neutral;negative;0;-1
18907;674;44;Adorable;Loved these beach pants! i purchased the size medium in the coral. i loved the accents on the ties and the little pom pom details. i did get many compliments on them. the only thing i don't love about them is the material is very thin. i know they are beach pants but i personally would have liked slightly more weight to them. i wore them once with a pair of cropped leggings underneath and i thought it was a very cute way to wear them with some additional substance underneath.;4.0;1;0;General Petite;Intimate;Lounge;;;;;;;;;positive;positive;1;1
18915;1086;62;Even cute belted!;"Love the soft fabric and easy fit of this dress. i'm pleased that it does give a hint of one's figure and doesn't just hang like a sack. i found the blue to be most flattering and was playing with styling at home and found that the wider retailer ""tabby"" leather belt gave it a whole new look.";5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18918;1094;28;Cute design;The dress has some cute features. the little belt motif hits too high on me and the drop waist is a little awkward. but it is comfortable and looks best with some kind of shirt worn underneath;4.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18920;829;36;Cute;Cute top. not sure about the tassels at the sleeves. very flattering in the waist area.;4.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18921;674;65;Light and breezie soft to touch;This product is the best if not the most excellent garment i have purchased in years i feel like a model even though i am full body lady what gorgeous piece of clothing;5.0;1;1;General Petite;Intimate;Lounge;;;;;;;;;positive;positive;1;1
18923;674;58;Comfy;These are very comfy and can be worn casual or dressed up. love the pom poms.;5.0;1;0;General Petite;Intimate;Lounge;;;;;;;;;positive;positive;1;1
18924;1077;37;Cute dress...akward fit;Cute dress...but akward fit. sleeves are a bit sung but the rest of the dress is a little large for its size.;3.0;0;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18926;907;54;All wrong;I thought it would be heavier than it is. it's thin and more delicate than what i would expect for a winter sweater (it contains wool so not really suitable for spring/summer). it's also shorter than it appears on the model and a little wider/boxier too.;1.0;0;1;General;Tops;Fine gauge;;;;;;;;;negative;negative;-1;-1
18934;1086;35;Comfy cute.;I just got this dress in the beige color and i absolutely love it. the fit is perfect and i feel that it is just the right length. i got a small and i am 5'9''. the pockets are a great touch and really are the key for tunic style dresses for me. i love the soft material and could live in this dress. such a great staple for my closet!;5.0;1;2;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18935;69;34;Go to going out tank;I buy everything that retailer sells in chambray. this top did not disappoint. it is so comfortable and the back the way it is slightly lower than normal is very sexy without being revealing. the straps fall off of your shoulders a bit but i do not find it annoying. i am not big busted so i didn't have the sizing issue that others seemed to have.;5.0;1;0;Initmates;Intimate;Layering;;;;;;;;;positive;negative;1;-1
18936;820;34;Beautiful;This is a very flattering top and the details are spectacular. it is very comfortable to wear and the the appliquã©s and embroidery make this very slimming. as the other reviews noted the side slits go up quite high. i won't be raising my arms much wearing this. the small rhinestones in the center of the black flowers go around the entire sleeve and they catch on the rest of the shirt sometimes. i have to be aware of it and more careful not to make very fast movements until i'm sure i'm not tangl;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18937;1049;35;Gorgeous;This was an impulse purchase for me. a year ago i would have never considered a jumpsuit but they are growing on me. i had yet to find one that fit without too much need for tailoring. this one did the trick! i like that the cut is in such a way that you can wear a normal bra underneath it without it showing. the fabric itself is very lightweight so i would recommend a bra for some support. i like that the fabric is incredibly lightweight so you can wear it on a hot summer day. the jumpsuit is l;5.0;1;11;General;Bottoms;Pants;;;;;;;;;positive;positive;1;1
18939;1084;60;I was really disappointed;I was really hoping this dress would work because it looks adorable on the model. i ordered my usual size 0 but when i put it on the cross part in the front was way too high on my neck and was super uncomfortable. i also had a lot of room in the back of the dress so it wasn't as form fitting as i would have liked. i ended up returning this dress.;2.0;0;7;General;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
18940;863;38;Love the ruffle detail;This is not your basic white tee. the ruffle and seam down the front add visual interest. cute alone or paired with a sweater and statement necklace.;5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
18941;1078;35;5;1;0.0;General Petite;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
18942;960;30;Beautiful vest!;I got this vest on sale in the navy color and love it! the quality of the fabric is great and the draped design of it is so chic! really adds a stylish touch to almost any outfit.;5.0;1;1;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
18946;960;25;"The best ""instant upgrade"" vest";This vest is awesome. it can take any dress/outfit and instantly make it more fancy and formal. the way it drapes is very forgiving and the back bow can be modified and switched out for different colors depending on outfit color. .;5.0;1;1;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
18950;1049;50;Perfect jumpsuit;I found this jumpsuit at my local retailer it must have been a web order return i love it the fit is true size the colors are perfect it's very comfortable and gorgeous on and at the sale price i could not pass it up;5.0;1;0;General;Bottoms;Pants;;;;;;;;;positive;positive;1;1
18951;1078;44;Beautiful dress;This dress is really stunning - can be dressed up or down with a jean jacket really easily. runs quite a bit small in the bust (i ordered a 16 to accommodate) but it is really very pretty. i love this brand- they always have such lovely pieces.;4.0;1;3;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18959;1078;57;Just enough bling!;Bought this dress for an indian wedding- it was perfect!;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18965;945;74;Tunic;I loved the look of this tunic. it is made well and very pretty. it was so big and heavy i had to return it. i think the small in this would be too big.;3.0;1;0;General Petite;Tops;Sweaters;;;;;;;;;neutral;positive;0;1
18966;945;28;Georgeous sweater;This sweater is very pretty. i had my concerns being that i don't normally pay $300.00 for a sweater but i found the material to be extremely high quality and the details really make it a beautiful piece. i literally got a little tired of people telling me all day how pretty it was. this is definitely a piece of clothing i will cherish for years to come.;5.0;1;0;General Petite;Tops;Sweaters;;;;;;;;;positive;positive;1;1
18968;995;24;Simple little wow piece;This skirt is amazing! it has the right amount of sparkle and the right amount of shape. i bought this in a size six which i can really switch between 6 and 8 depending but the six fits perfectly. i also bought the regular length even though i could probably be considered petite but it ended up being perfect. but the skirt is so lovely in person and has just enough wow that you can wear this thing with a simple tee and still look amazing. i wore this to a party with a black high neck tank and re;5.0;1;0;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
18974;1078;38;Beautiful dress!;The details and colors are exquisite. stop hesitating and get this dress;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
18978;820;37;Beautiful top;Very intricate detail with stitching. love the contrast of black on cream. has slits on each side. bought it for holiday parties! just what i had hoped it would be.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18987;820;26;Gorgeous detail;This shirt is gorgeous. i bought it for my engagement party and got lots of compliments. the only thing negative was that the particular shirt i bought had one of the stones on the sleeve that the prongs were bent so it snagged the beautiful embroidery on the front of the shirt.. of course my local retailer exchanged it for a perfect new one without hassle. it's an expensive shirt but perfect for a special occasion.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
18989;42;25;Love this!;I was so excited to receive this in the mail. it fits true to size and is extremely flattering. so glad that i made this purchase;5.0;1;1;Initmates;Intimate;Intimates;;;;;;;;;positive;positive;1;1
18997;945;38;Definitely a star!;A must have sweater with great details. it can be a star piece with leather tights or very long flare jeans. i recommend platform booties for perfect body proportion.;5.0;1;0;General Petite;Tops;Sweaters;;;;;;;;;positive;negative;1;-1
18998;863;62;Cute fall casual top;This top fits a bit trimmer than the summer version of this top did. the lavender color is muted and a nice fall transition color.;4.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
19000;820;55;Beautiful!;I love this blouse! the details are beautiful and and it is so versatile! i can where it with jeans and boots or slim black pants and strappy sandals and get tons of compliments every time. one of my favorite retailer purchases ever!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
19002;42;27;5;1;0.0;Initmates;Intimate;Intimates;;;;;;;;;;;negative;negative;-1;-1
19004;1052;42;Boxy;Great color and quality but very boxy. even with the drawstring there is no shape going on here.;3.0;0;0;General Petite;Bottoms;Pants;;;;;;;;;neutral;negative;0;-1
19015;990;49;Lovely skirt;This skirt is stunning. the red is so vibrant. this will be a staple in my wardrobe for years to come. it can be dressed up or down. love it!;5.0;1;0;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
19032;905;48;A cutie;I absolutely love this sweater. it will take me into spring and right on in to summer beach bonfire nights. a great staple!;5.0;1;5;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
19042;326;47;Phenomenal find!;I happened upon a pair of these shorts that someone had returned. they are the perfect length. they are very well made. i have worn them to my son's baseball game and the sec tournament. they are tailored and have an interesting design. they make me look as though i have lost ten pounds. i am thrilled with them.;5.0;1;2;General;Bottoms;Shorts;;;;;;;;;positive;positive;1;1
19043;952;46;Beautiful piece!;This is so beautiful and looks hand made but in a really good professional way. this will be a perfect fall wardrobe addition and i can't wait to wear it with a long sleeve top and jeans and boots. it's not too long and it is very flattering and soft and drapes well. love it.;5.0;1;2;General Petite;Tops;Sweaters;;;;;;;;;positive;positive;1;1
19048;850;29;Beautiful blouse- does run large;Saw this in the store yesterday and had my daughter try it on. it was really cute on her and she loved it. in fairness to the other reviewers she tried on a size 0 which was perfect for her petite frame and i can see how this blouse would run really big in the larger sizes. but the fabric and detail is so pretty and it was on sale.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
19052;850;40;I had hoped this blouse would be white - but it is cream in color. it was also more boxy than i thought it would be. i am usually a 4 or a 6 and went with the 6. a size 4 would be a better fit.;2;0.0;18;General;Tops;Blouses;;;;;;;;;;negative;negative;-1;-1
19056;952;56;This sweater was better than i expected.;I was pleasantly surprised when i tried on this sweater. it is well made and fit perfect. the will really enjoy weather this in the fall.;4.0;1;0;General Petite;Tops;Sweaters;;;;;;;;;positive;positive;1;1
